Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
4865,4865,4.008,0.25,2,6,47.306,47.138,49.272,-1.03
4866,4866,4.008,0.25,2,6,47.357,47.163,49.328,-1.03
4867,4867,4.008,0.25,2,6,47.327,47.214,49.326,-1.03
4868,4868,4.008,0.25,2,6,47.283,47.176,49.255,-1.03
4871,4871,4.008,0.25,2,6,44.704,44.526,46.631,0.119
4873,4873,4.008,0.25,2,6,44.715,44.612,46.659,0.119
4874,4874,4.008,0.25,2,6,44.731,44.635,46.707,0.119
4875,4875,4.008,0.25,2,6,44.399,44.346,46.466,0.119
4876,4876,4.008,0.25,2,6,44.42,44.354,46.516,0.119
4877,4877,4.008,0.25,2,6,44.338,44.345,46.414,0.119
4878,4878,4.008,0.25,2,6,44.408,44.401,46.468,0.119
4879,4879,4.008,0.25,2,6,44.381,44.365,46.455,0.119
4882,4882,4.008,0.25,2,6,44.394,44.542,46.494,0.113
4884,4884,4.008,0.25,2,6,44.429,44.492,46.601,0.113
4885,4885,4.008,0.25,2,6,44.473,44.625,46.616,0.113
4887,4887,4.008,0.25,2,6,44.321,44.496,46.447,0.113
4888,4888,4.008,0.25,2,6,44.373,44.534,46.499,0.113
4889,4889,4.008,0.25,2,6,44.441,44.535,46.574,0.113
4890,4890,4.008,0.25,2,6,44.467,44.615,46.59,0.113
4892,4892,4.008,0.25,2,6,44.394,44.564,45.611,-1
4893,4893,4.008,0.25,2,6,44.412,44.538,45.641,-1
4894,4894,4.008,0.25,2,6,44.497,44.533,45.597,-1
4895,4895,4.008,0.25,2,6,44.57,44.729,45.832,-1
4896,4896,4.008,0.25,2,6,44.555,44.649,45.752,-1
4897,4897,4.008,0.25,2,6,44.57,44.697,45.735,-1
4898,4898,4.008,0.25,2,6,44.511,44.589,45.634,-1
4899,4899,4.008,0.25,2,6,44.506,44.668,45.745,-1
4900,4900,4.008,0.25,2,6,44.528,44.648,45.737,-1
4901,4901,4.008,0.25,2,6,44.656,44.754,45.784,-1
4904,4904,4.008,0.25,2,6,44.448,44.527,45.724,-1
4905,4905,4.008,0.25,2,6,44.537,44.7,45.743,-1
4906,4906,4.008,0.25,2,6,44.548,44.625,45.805,-1
4907,4907,4.008,0.25,2,6,44.542,44.706,45.799,-1
4908,4908,4.008,0.25,2,6,44.513,44.635,45.675,-1
4909,4909,4.008,0.25,2,6,44.522,44.639,45.631,-1
4914,4914,4.008,0.25,2,6,44.531,44.553,45.659,0.145
4916,4916,4.008,0.25,2,6,44.522,44.589,45.676,0.145
4917,4917,4.008,0.25,2,6,44.533,44.597,45.684,0.145
4918,4918,4.008,0.25,2,6,44.542,44.57,45.674,0.145
4919,4919,4.008,0.25,2,6,44.56,44.583,45.665,0.145
4920,4920,4.008,0.25,2,6,44.525,44.543,45.641,0.145
4921,4921,4.008,0.25,2,6,44.527,44.556,45.651,0.145
4922,4922,4.008,0.25,2,6,44.483,44.501,45.605,0.145
4923,4923,4.008,0.25,2,6,44.517,44.577,45.622,0.145
4924,4924,4.008,0.25,2,6,44.453,44.479,45.599,0.145
4925,4925,4.008,0.25,2,6,44.342,44.365,45.375,0.119
4926,4926,4.008,0.25,2,6,44.381,44.458,45.467,0.119
4927,4927,4.008,0.25,2,6,44.389,44.465,45.568,0.119
4928,4928,4.008,0.25,2,6,44.407,44.43,45.428,0.119
4929,4929,4.008,0.25,2,6,44.365,44.438,45.493,0.119
4930,4930,4.008,0.25,2,6,44.394,44.485,45.578,0.119
4931,4931,4.008,0.25,2,6,44.314,44.393,45.439,0.119
4932,4932,4.008,0.25,2,6,44.375,44.463,45.551,0.119
4933,4933,4.008,0.25,2,6,44.419,44.471,45.574,0.119
4934,4934,4.008,0.25,2,6,44.252,44.315,45.417,0.119
4935,4935,4.008,0.25,2,6,44.322,44.249,45.845,0.119
4936,4936,4.008,0.25,2,6,44.345,44.402,45.545,0.119
4937,4937,4.008,0.25,2,6,44.368,44.454,45.581,0.119
4938,4938,4.008,0.25,2,6,44.382,44.452,45.534,0.119
4939,4939,4.008,0.25,2,6,44.388,44.467,45.511,0.119
4943,4943,4.008,0.25,2,6,44.367,44.442,45.533,0.119
4944,4944,4.008,0.25,2,6,44.381,44.44,45.463,0.119
4945,4945,4.008,0.25,2,6,44.458,44.49,45.621,0.145
4946,4946,4.008,0.25,2,6,44.452,44.484,45.62,0.145
4947,4947,4.008,0.25,2,6,44.423,44.446,45.6,0.145
4948,4948,4.008,0.25,2,6,44.33,44.386,45.435,0.119
4949,4949,4.008,0.25,2,6,44.27,44.347,45.413,0.119
4950,4950,4.008,0.25,2,6,44.314,44.383,45.476,0.119
4951,4951,4.008,0.25,2,6,44.342,44.393,45.482,0.119
4952,4952,4.008,0.25,2,6,44.296,44.374,45.481,0.119
4953,4953,4.008,0.25,2,6,44.303,44.378,45.404,0.119
4954,4954,4.008,0.25,2,6,44.298,44.36,45.441,0.119
4955,4955,4.008,0.25,2,6,44.253,44.343,45.398,0.119
4956,4956,4.008,0.25,2,6,44.281,44.353,45.419,0.119
4957,4957,4.008,0.25,2,6,44.255,44.354,45.404,0.119
4958,4958,4.008,0.25,2,6,44.285,44.364,45.431,0.119
