Run_Start,Run_End,Bunch_Spacing,Coin_Offset,nSkip,nWindows,Pion_Prompt_Peak,Kaon_Prompt_Peak,Proton_Prompt_Peak,RF_Offset
4865,4870,4.008,0.25,2,6,47.25,47.1,47.8,-1.03
4871,4880,4.008,0.25,2,6,44.55,44.1,44.85,0.119
4881,4890,4.008,0.25,2,6,44.55,44.1,44.85,0.113
4891,4891,4.008,0.25,2,6,44.65,44.65,45.15,-1
4892,4912,4.008,0.25,2,6,44.65,44.65,45.15,-1
4913,4924,4.008,0.25,2,6,44.65,44.65,45.15,0.145
4925,4944,4.008,0.25,2,6,44.65,44.65,45.15,0.119
4945,4947,4.008,0.25,2,6,44.65,44.65,45.15,0.145
4948,4959,4.008,0.25,2,6,44.65,44.65,45.15,0.119
4965,4980,4.008,0.25,2,6,44.4,44.6,44.7,0.125
4981,4998,4.008,0.25,2,6,44.4,44.6,44.7,0.05
4999,5012,4.008,0.25,2,6,44.4,44.6,44.7,-0.097
5013,5033,4.008,0.25,2,6,44.45,44.55,44.6,-0.04
5034,5046,4.008,0.25,2,6,44.45,44.55,44.6,0.75
5047,5077,4.008,0.25,2,6,44.45,44.55,44.6,-1.25
5078,5123,4.008,0.25,2,6,44.45,44.55,44.6,-1.29
5124,5145,4.008,0.25,2,6,44.2,44.3,44.4,-1.29
5182,5220,4.008,0.25,2,6,44.2,44.3,44.4,-1.29
5221,5235,4.008,0.25,2,6,44.2,44.3,44.4,-1.29
5236,5243,4.008,0.25,2,6,44.2,44.3,44.4,-1.29
5244,5250,4.008,0.25,2,6,44.2,44.3,44.4,0.68
5251,5261,4.008,0.25,2,6,44.2,44.3,44.4,0.68
5262,5263,4.008,0.25,2,6,44.2,44.3,44.4,0.68
5264,5264,4.008,0.25,2,6,44.2,44.3,44.4,0.68
5265,5270,4.008,0.25,2,6,44.2,44.3,44.4,0.68
5271,5274,4.008,0.25,2,6,44.2,44.3,44.4,0.68
5275,5294,4.008,0.25,2,6,44.2,44.3,44.4,0.68
5304,5334,4.008,0.25,2,6,44.45,44.55,44.6,0.72
6638,6708,2,0.25,2,6,47.15,47.15,48.65,-0.348
6709,6789,2,0.25,2,6,47.15,47.15,48.65,-0.32
6790,6857,2,0.25,2,6,47.15,47.15,48.65,1.628
6885,6920,2,0.25,2,6,47.15,47.15,48.65,-1.32
6921,6947,2,0.25,2,6,47.15,47.15,48.65,-1.32
6948,6971,2,0.25,2,6,47.15,47.15,48.65,-1.32
6972,6978,2,0.25,2,6,47.15,47.15,48.65,-1.32
6979,7045,2,0.25,2,6,47.15,47.15,48.65,-1.34
7871,7881,4.008,0.25,2,6,43.45,43.3,43.7,0.232
7882,7888,4.008,0.25,2,6,43.45,43.3,43.7,0.235
7891,7908,4.008,0.25,2,6,43.5,43.5,43.65,0.23
7909,7938,4.008,0.25,2,6,43.5,43.5,43.65,0.197
7978,7989,4.008,0.25,2,6,43.84,43.75,44,2.05
7990,8002,4.008,0.25,2,6,43.84,43.75,44,4
8003,8037,4.008,0.25,2,6,43.5,43.7,43.5,0.061
8038,8049,4.008,0.25,2,6,43.45,43.55,43.45,0.02
8050,8180,4.008,0.25,2,6,43.45,43.55,43.45,-1.95
8181,8246,4.008,0.25,2,6,43.5,43.6,43.4,0.05
8251,8298,4.008,0.25,2,6,43.5,43.6,43.4,0.02
8304,8314,4.008,0.25,2,6,43.5,43.6,43.4,0.03
8315,8356,4.008,0.25,2,6,43.5,43.6,43.4,-1.99
8357,9999,4.008,0.25,2,6,43.5,43.6,43.4,-1.99
