(current_cut)_Total_HMS_EL-REAL_Triggers,(current_cut)_Total_SHMS_EL-REAL_Triggers,Accepted_HMS_Triggers,Accepted_SHMS_Triggers,BCM1_Beam_Cut_Charge,BCM1_Beam_Cut_Current,BCM1_Charge,BCM1_Current,BCM_Cut_HMS_Run_Length,BCM_Cut_SHMS_Run_Length,Beam_Energy,EDTM_Accepted_Triggers,HMS_Angle,HMS_CPULT,HMS_CPULT_ERROR,HMS_Cal_ALL_Elec_Eff,HMS_Cal_ALL_Elec_Eff_ERROR,HMS_Cal_SING_Elec_Eff,HMS_Cal_SING_Elec_Eff_ERROR,HMS_Cer_ALL_Elec_Eff,HMS_Cer_ALL_Elec_Eff_ERROR,HMS_Cer_SING_Elec_Eff,HMS_Cer_SING_Elec_Eff_ERROR,HMS_EL-REAL_Trigger_Rate,HMS_Elec_ALL_TRACK_EFF,HMS_Elec_ALL_TRACK_EFF_ERROR,HMS_Elec_SING_TRACK_EFF,HMS_Elec_SING_TRACK_EFF_ERROR,HMS_Hodo_3_of_4_EFF,HMS_Hodo_4_of_4_EFF,HMS_Hodo_Plane_1,HMS_Hodo_Plane_2,HMS_Hodo_Plane_3,HMS_Hodo_Plane_4,HMS_Hodo_S1XY,HMS_Hodo_S2XY,HMS_Hodoscope_S1X_Rate,HMS_Hodoscope_S1X_Triggers,HMS_P_Central,HMS_Particle_Mass,HMS_Run_Length,Non_Scaler_EDTM_Live_Time,Non_Scaler_EDTM_Live_Time_Corr,Non_Scaler_EDTM_Live_Time_Corr_ERROR,Non_Scaler_EDTM_Live_Time_ERROR,Pre-Scaled_HMS_EL-REAL_Triggers,Pre-Scaled_SHMS_EL-REAL_Triggers,Ps1_factor,Ps2_factor,Ps3_factor,Ps4_factor,Ps5_factor,Ps6_factor,Run_Number,SHMS_Aero_ALL_Elec_Eff,SHMS_Aero_ALL_Elec_Eff_ERROR,SHMS_Aero_SING_Elec_Eff,SHMS_Aero_SING_Elec_Eff_ERROR,SHMS_Angle,SHMS_CPULT,SHMS_CPULT_ERROR,SHMS_Cal_ALL_Elec_Eff,SHMS_Cal_ALL_Elec_Eff_ERROR,SHMS_Cal_SING_Elec_Eff,SHMS_Cal_SING_Elec_Eff_ERROR,SHMS_EL-REAL_Trigger_Rate,SHMS_Elec_ALL_TRACK_EFF,SHMS_Elec_ALL_TRACK_EFF_ERROR,SHMS_Elec_SING_TRACK_EFF,SHMS_Elec_SING_TRACK_EFF_ERROR,SHMS_HGC_ALL_Elec_Eff,SHMS_HGC_ALL_Elec_Eff_ERROR,SHMS_HGC_SING_Elec_Eff,SHMS_HGC_SING_Elec_Eff_ERROR,SHMS_Hodo_3_of_4_EFF,SHMS_Hodo_4_of_4_EFF,SHMS_Hodo_Plane_1,SHMS_Hodo_Plane_2,SHMS_Hodo_Plane_3,SHMS_Hodo_Plane_4,SHMS_Hodo_S1XY,SHMS_Hodo_S2XY,SHMS_Hodoscope_S1X_Rate,SHMS_Hodoscope_S1X_Triggers,SHMS_P_Central,SHMS_Particle_Mass,SHMS_Run_Length,Target_Mass_(amu),Total_HMS_EL-REAL_Triggers,Total_SHMS_EL-REAL_Triggers
226486.0,90578174.0,226681.0,737423.0,44.096,51.799,44.096,51.799,851.294,853.294,9.172705,8512.0,19.88,1.0009,0.0,1e+38,1e+38,1e+38,1e+38,0.9976,0.0002,0.9976,0.0002,0.265,0.9969,0.0063,0.9969,0.0063,0.997385,0.7648550000000001,0.998465,0.997638,0.992421,0.773709,0.999996,0.998285,89.416,76119436.0,5.9,0.0005110000000000001,851.294,1.0009,1.0009,0.0,0.0,226486.0,702156.0,1.0,129.0,1.0,1.0,1.0,1.0,12080.0,0.9981,0.0048,0.9981,0.0001,10.26,0.0081,0.0,0.9741,0.0005,0.975,0.0005,106.151,0.9945,0.0043,0.9945,0.0043,0.968,0.0048,0.9682,0.0006,0.985433,0.800599,0.971055,0.963057,0.955608,0.895858,0.998931,0.995377,840.49,717185138.0,8.443999999999999,0.0005110000000000001,853.294,1.007276,226486.0,90578174.0
31267.0,11967571.0,31268.0,97987.0,17.162,38.434,17.162,38.434,446.532,446.532,9.172705,4450.0,19.88,1.0,0.0,1e+38,1e+38,1e+38,1e+38,0.9989,0.0003,0.9989,0.0003,0.07,0.9976,0.0164,0.9976,0.0164,0.9980100000000001,0.770525,0.999295,0.998969,0.9928290000000001,0.7774399999999999,0.999999,0.9984040000000001,25.906999999999996,11568264.0,5.9,0.0005110000000000001,446.532,1.0,1.0,0.0,0.0,31267.0,92772.0,1.0,129.0,1.0,1.0,1.0,1.0,12081.0,0.9987,0.0133,0.9987,0.0003,10.26,0.0082,0.0,0.9768,0.0014,0.977,0.0014,26.801,0.9977,0.0113,0.9977,0.0114,0.9894,0.0133,0.9895,0.001,0.994872,0.87625,0.9896940000000001,0.981713,0.966667,0.932967,0.999812,0.9977659999999999,228.547,102053637.0,8.443999999999999,0.0005110000000000001,446.532,1.007276,31267.0,11967571.0
218924.0,975582232.0,218920.0,1994209.0,38.003,13.484000000000002,38.003,13.484000000000002,2818.328,2818.328,9.172705,28091.0,19.88,1.0,0.0,1e+38,1e+38,1e+38,1e+38,0.9986,0.0002,0.9986,0.0002,0.078,0.9971,0.0067,0.9971,0.0067,0.997827,0.767966,0.999393,0.998684,0.992285,0.775428,0.999999,0.998267,24.462,68942466.0,5.9,0.0005110000000000001,2818.328,1.0002,1.0002,0.0,0.0,218924.0,1901720.0,1.0,513.0,1.0,1.0,1.0,1.0,12083.0,0.9978,0.0015,0.9978,0.0001,7.065,0.002,0.0,0.9877,0.0001,0.9887,0.0001,346.156,0.9896,0.0016,0.9898,0.0016,0.9393,0.0016,0.9392,0.0003,0.982178,0.776071,0.964528,0.961538,0.9591,0.8724799999999999,0.998636,0.994784,833.88,2350148268.0,8.035,0.0005110000000000001,2818.328,1.007276,218924.0,975582232.0
31327.0,140489891.0,31312.0,286875.0,5.468,14.341,5.468,14.341,381.325,381.325,9.172705,3799.0,19.88,0.9995,0.0,1e+38,1e+38,1e+38,1e+38,0.9986,0.0004,0.9986,0.0004,0.08199999999999999,0.9969,0.0175,0.9969,0.0175,0.997942,0.7665850000000001,0.9996440000000001,0.9989399999999999,0.992353,0.773587,1.0,0.9982690000000001,25.826,9848075.0,5.9,0.0005110000000000001,381.325,0.9995,0.9995,0.0004,0.0004,31327.0,273859.0,1.0,513.0,1.0,1.0,1.0,1.0,12084.0,0.9979,0.0041,0.9979,0.0001,7.065,0.002,0.0,0.9875,0.0003,0.9888,0.0003,368.426,0.9891,0.0042,0.9892,0.0043,0.9384,0.0042,0.9384,0.0007,0.982366,0.777454,0.9645469999999999,0.9611940000000001,0.959707,0.8737790000000001,0.998624,0.994914,886.1139999999997,337897312.0,8.035,0.0005110000000000001,381.325,1.007276,31327.0,140489891.0
29740.0,152141799.0,29707.0,308748.0,16.320999999999998,38.459,16.320999999999998,38.459,424.381,424.381,9.172705,4226.0,19.88,0.9989,0.0,1e+38,1e+38,1e+38,1e+38,0.9985,0.0004,0.9985,0.0004,0.07,0.9967,0.0168,0.9967,0.0168,0.997939,0.767725,0.99926,0.998917,0.992708,0.774777,0.999999,0.998358,27.632,11726406.0,5.9,0.0005110000000000001,424.381,0.9991,0.9991,0.0005,0.0005,29740.0,296573.0,1.0,513.0,1.0,1.0,1.0,1.0,12085.0,0.9978,0.004,0.9978,0.0001,7.065,0.002,0.0,0.9871,0.0003,0.9881,0.0003,358.50300000000016,0.9906,0.0041,0.9908,0.0042,0.9366,0.0041,0.9365,0.0007,0.982997,0.780704,0.965912,0.96301,0.959423,0.874798,0.998739,0.99492,828.041,351404775.0,8.035,0.0005110000000000001,424.381,1.007276,29740.0,152141799.0
211535.0,101932703.0,211541.0,237433.0,41.17100000000001,46.083999999999996,41.17100000000001,46.083999999999996,893.395,893.395,9.172705,8906.0,19.88,1.0,0.0,1e+38,1e+38,1e+38,1e+38,0.9976,0.0002,0.9976,0.0002,0.237,0.9977,0.0065,0.9977,0.0065,0.9972719999999999,0.7592260000000001,0.9987229999999999,0.997368,0.992218,0.76818,0.9999969999999999,0.9981959999999999,79.307,70852200.0,5.9,0.0005110000000000001,893.395,1.0003,1.0003,0.0,0.0,211535.0,198699.0,1.0,513.0,1.0,1.0,1.0,1.0,12086.0,0.9981,0.0064,0.9981,0.0002,10.26,0.0023,0.0,0.983,0.0006,0.9869,0.0005,114.096,0.9946,0.0061,0.9948,0.0064,0.9525,0.0065,0.9520000000000001,0.001,0.9873559999999999,0.814986,0.970087,0.9632629999999999,0.9622069999999999,0.9064120000000001,0.998901,0.9964629999999999,765.275,683692731.0,7.931,0.0005110000000000001,893.395,1.007276,211535.0,101932703.0
93748.0,44883578.0,93504.0,363804.0,18.125,44.37600000000001,18.125,44.37600000000001,408.439,408.439,9.172705,4064.0,19.88,0.9974,0.0,1e+38,1e+38,1e+38,1e+38,0.9978,0.0003,0.9978,0.0003,0.23,0.9979,0.0098,0.9979,0.0098,0.997406,0.766651,0.998812,0.997841,0.991863,0.7755340000000001,0.999997,0.998174,76.692,31323847.0,5.9,0.0005110000000000001,408.439,0.9985,0.9985,0.0006,0.0006,93748.0,347935.0,1.0,129.0,1.0,1.0,1.0,1.0,12087.0,0.9981,0.005,0.9982,0.0002,10.26,0.0081,0.0,0.9856,0.0004,0.9865,0.0004,109.891,0.9947,0.0048,0.9948,0.0049,0.9513,0.0051,0.9513,0.0007,0.987241,0.813673,0.970877,0.963338,0.961717,0.904606,0.998932,0.996348,736.837,300952935.0,7.931,0.0005110000000000001,408.439,1.007276,93748.0,44883578.0
32418.0,15450239.0,32381.0,473086.0,17.916,38.5,17.916,38.5,465.343,465.343,9.172705,4637.0,19.88,0.9989,0.0,1e+38,1e+38,1e+38,1e+38,0.9986,0.0004,0.9986,0.0004,0.07,0.9971,0.0162,0.9971,0.0162,0.9980629999999999,0.766464,0.999775,0.998461,0.993258,0.773029,1.0,0.9984700000000001,26.156999999999996,12171795.0,5.9,0.0005110000000000001,465.343,0.9998,0.9998,0.0002,0.0002,32418.0,468189.0,1.0,33.0,1.0,1.0,1.0,1.0,12088.0,0.9983,0.0043,0.9983,0.0001,10.26,0.0306,0.0,0.9886,0.0003,0.9886,0.0003,33.202,0.9981,0.004,0.9981,0.004,0.9769,0.0043,0.9769,0.0005,0.99672,0.9011809999999999,0.989871,0.985037,0.9756940000000001,0.947255,0.999848,0.998718,234.542,109142506.0,7.931,0.0005110000000000001,465.343,1.007276,32418.0,15450239.0
91368.0,201649513.0,91310.0,1588749.0,67.471,45.948,67.471,45.948,1468.418,1468.418,9.172705,14627.0,23.53,0.9994,0.0,1e+38,1e+38,1e+38,1e+38,0.9983,0.0003,0.9983,0.0003,0.062,0.9976,0.0112,0.9976,0.0112,0.996873,0.746304,0.998719,0.997599,0.99095,0.755901,0.999997,0.997791,60.676,89097266.0,5.202000000000001,0.0005110000000000001,1468.418,0.9995,0.9995,0.0002,0.0002,91368.0,1563175.0,1.0,129.0,1.0,1.0,1.0,1.0,12090.0,0.9985,0.0019,0.9985,0.0001,10.26,0.0079,0.0,0.9904,0.0001,0.9906,0.0001,137.32399999999998,0.9914,0.0019,0.9915,0.0019,0.9558,0.0019,0.9557,0.0003,0.988242,0.821468,0.969402,0.966123,0.963729,0.910121,0.998963,0.99674,785.8489999999997,1153954416.0,7.296,0.0005110000000000001,1468.418,1.007276,91368.0,201649513.0
9663.0,15639308.0,9687.0,478693.0,3.447,38.499,3.447,38.499,89.53200000000002,382.014,9.172705,3819.0,23.53,1.0025,0.0,1e+38,1e+38,1e+38,1e+38,0.997,0.0012,0.997,0.0012,0.025,0.9967,0.0365,0.9967,0.0365,0.997583,0.744062,0.9989610000000001,0.9990000000000001,0.9923549999999999,0.751326,0.999999,0.998099,19.977999999999998,1788679.0,5.202000000000001,0.0005110000000000001,89.53200000000002,1.0032,1.0032,0.0,0.0,9663.0,473918.0,1.0,33.0,1.0,1.0,1.0,1.0,12091.0,0.9984,0.0034,0.9984,0.0001,10.26,0.0306,0.0,0.9932,0.0002,0.9933,0.0002,40.939,0.9956,0.0033,0.9956,0.0033,0.972,0.0034,0.972,0.0004,0.997439,0.9131819999999999,0.9904350000000001,0.986246,0.978877,0.955033,0.999868,0.99905,241.456,92239632.0,7.296,0.0005110000000000001,382.014,1.007276,9663.0,15639308.0
